0.249991	0.250004
0.249981	0.250008
0.249972	0.250011
0.249963	0.250015
0.249954	0.250019
0.249944	0.250023
0.249935	0.250027
0.249926	0.25003
0.249917	0.250034
0.249907	0.250038
0.249898	0.250042
0.249889	0.250045
0.24988	0.250049
0.24987	0.250053
0.249861	0.250057
0.249852	0.250061
0.249843	0.250064
0.249833	0.250068
0.249824	0.250072
0.249815	0.250076
0.249806	0.25008
0.249796	0.250083
0.249787	0.250087
0.249778	0.250091
0.249769	0.250095
0.249759	0.250098
0.24975	0.250102
0.249741	0.250106
0.249732	0.25011
0.249722	0.250114
0.249713	0.250117
0.249704	0.250121
0.249695	0.250125
0.249685	0.250129
0.249676	0.250132
0.249667	0.250136
0.249658	0.25014
0.249648	0.250144
0.249639	0.250148
0.24963	0.250151
0.24962	0.250155
0.249611	0.250159
0.249602	0.250163
0.249593	0.250167
0.249583	0.25017
0.249574	0.250174
0.249565	0.250178
0.249556	0.250182
0.249546	0.250185
0.249537	0.250189
0.249528	0.250193
0.249519	0.250197
0.249509	0.250201
0.2495	0.250204
0.249491	0.250208
0.249482	0.250212
0.249472	0.250216
0.249463	0.250219
0.249454	0.250223
0.249445	0.250227
0.249435	0.250231
0.249426	0.250235
0.249417	0.250238
0.249408	0.250242
0.249398	0.250246
0.249389	0.25025
0.24938	0.250253
0.249371	0.250257
0.249361	0.250261
0.249352	0.250265
0.249343	0.250269
0.249333	0.250272
0.249324	0.250276
0.249315	0.25028
0.249306	0.250284
0.249296	0.250287
0.249287	0.250291
0.249278	0.250295
0.249269	0.250299
0.249259	0.250303
0.24925	0.250306
0.249241	0.25031
0.249232	0.250314
0.249222	0.250318
0.249213	0.250321
0.249204	0.250325
0.249195	0.250329
0.249185	0.250333
0.249176	0.250337
0.249167	0.25034
0.249158	0.250344
0.249148	0.250348
0.249139	0.250352
0.24913	0.250355
0.249121	0.250359
0.249111	0.250363
0.249102	0.250367
0.249093	0.250371
0.249083	0.250374
0.249074	0.250378
0.249065	0.250382
0.249056	0.250386
0.249046	0.250389
0.249037	0.250393
0.249028	0.250397
0.249019	0.250401
0.249009	0.250405
0.249	0.250408
0.248991	0.250412
0.248982	0.250416
0.248972	0.25042
0.248963	0.250423
0.248954	0.250427
0.248945	0.250431
0.248935	0.250435
0.248926	0.250438
0.248917	0.250442
0.248908	0.250446
0.248898	0.25045
0.248889	0.250454
0.24888	0.250457
0.24887	0.250461
0.248861	0.250465
0.248852	0.250469
0.248843	0.250472
0.248833	0.250476
0.248824	0.25048
0.248815	0.250484
0.248806	0.250487
0.248796	0.250491
0.248787	0.250495
0.248778	0.250499
0.248769	0.250503
0.248759	0.250506
0.24875	0.25051
0.248741	0.250514
0.248732	0.250518
0.248722	0.250521
0.248713	0.250525
0.248704	0.250529
0.248695	0.250533
0.248685	0.250537
0.248676	0.25054
0.248667	0.250544
0.248657	0.250548
0.248648	0.250552
0.248639	0.250555
0.24863	0.250559
0.24862	0.250563
0.248611	0.250567
0.248602	0.25057
0.248593	0.250574
0.248583	0.250578
0.248574	0.250582
0.248565	0.250585
0.248556	0.250589
0.248546	0.250593
0.248537	0.250597
0.248528	0.250601
0.248519	0.250604
0.248509	0.250608
0.2485	0.250612
0.248491	0.250616
0.248481	0.250619
0.248472	0.250623
0.248463	0.250627
0.248454	0.250631
0.248444	0.250634
0.248435	0.250638
0.248426	0.250642
0.248417	0.250646
0.248407	0.25065
0.248398	0.250653
0.248389	0.250657
0.24838	0.250661
0.24837	0.250665
0.248361	0.250668
0.248352	0.250672
0.248343	0.250676
0.248333	0.25068
0.248324	0.250683
0.248315	0.250687
0.248305	0.250691
0.248296	0.250695
0.248287	0.250698
0.248278	0.250702
0.248268	0.250706
0.248259	0.25071
0.24825	0.250714
0.248241	0.250717
0.248231	0.250721
0.248222	0.250725
0.248213	0.250729
0.248204	0.250732
0.248194	0.250736
0.248185	0.25074
0.248176	0.250744
0.248166	0.250747
0.248157	0.250751
0.248148	0.250755
